competitors_name,country,judging,finals,total,place,competition_type,date,location,url,img_url,competition
Dianne Germiniani,Brazil,21,,21,7,women’s wellness – masters 35+,2024-09-28,"Rio de Janeiro,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-rio/,,2024-musclecontest-rio
Nadine Claudia Huber,Germany,3,,3,1,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Anna Borin,Ukraine,6,,6,2,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Kristina Zafirova,Slovenia,9,,9,3,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Hannah Prause,Germany,12,,12,4,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Karolina Wojcik,Poland,15,,15,5,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Nina Paulus,Germany,18,,18,6,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Sara Kinnvik,Sweden,21,,21,7,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Elisabeth Kammerer,Germany,24,,24,8,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Yuliia Shykula,Ukraine,27,,27,9,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Elin Sellgren,Sweden,30,,30,10,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Sylwia Olszewska,Poland,33,,33,11,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Michele Gasser,Austria,36,,36,12,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Nelly Gonzalez,Mexico,39,,39,13,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Beata Durczak,Poland,42,,42,14,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Monica Marjanovic,Denmark,45,,45,15,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Monica Alzate,Colombia,48,,48,16,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Rugiada Cillo,Italy,48,,48,16,women’s figure – open,2024-09-28,"Warsaw,Poland",https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,,2024-everest-muscle-fest
Michael Daboul,Kuwait,3,,3,1,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Nate Joiner,"West Jordan, UT",6,,6,2,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Breno Freire,Brazil,9,,9,3,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Andy Paredes,"Fresno, CA",11,,11,4,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Tomas Adame,"Huntersville, NC",15,,15,5,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Darnell Ferguson,"Redlands, CA",18,,18,6,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Aaron Aramini,Canada,21,,21,7,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Victor Compan,Mexico,24,,24,8,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Antwane Hamlett,Canada,28,,28,9,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Daniel Sullivan,"Mobile, AL",29,,29,10,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Jon Goodman,"Brea, CA",33,,33,11,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Elijah Dixon,"Arvada, CO",36,,36,12,men’s classic physique – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Hunter Henderson,"Las Vegas, NV",3,,3,1,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Eva Dunbar,Canada,6,,6,2,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Gabriela Pena De La Vega,"Pleasanton, CA",9,,9,3,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Tina Williams,"Lawrence, KS",12,,12,4,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Marilyn Yee,"San Diego, CA",16,,16,5,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Janeen Lankowski,"Tampa, FL",19,,19,6,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Danielle Fisher,Canada,20,,20,7,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Marianna Gasparyan,"San Diego, CA",24,,24,8,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Jane Akarapreecha,"Tampa, FL",27,,27,9,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Esther Rodriguez,Costa Rica,30,,30,10,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Monica Vega,"Yuba City, CA",33,,33,11,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Lori Conley,"Livermore, CA",36,,36,12,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Andy Borneman,"Clovis, CA",39,,39,13,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Jennifer Childress,"Gilmer, TX",42,,42,14,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Lada Plihalova,"Las Vegas, NV",45,,45,15,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Ursula Morrow,"Cedar Lake, IN",48,,48,16,women’s bodybuilding – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Taylor Learmont,Canada,3,6,9,1,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Andrea Glass,"Murrieta, CA",6,18,24,2,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Jenny Worth,"Long Beach, CA",12,16,28,3,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Aurika Tyrgale,"Key West, FL",18,22,40,4,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Corina Harkelroad,"Fort Wayne, IN",17,28,45,5,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Anna Fomina,"Key West, FL",9,36,45,6,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Kristin Pope,"Woodstock, GA",18,42,60,7,women’s fitness – open,2024-09-21,"Anaheim,California",https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,,2024-titans-grand-prix-pro
Alexander Rogers,"Detroit, MI",3,,3,1,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Joseph Lee,"Missouri Ciy, TX",6,,6,2,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Tj Sanchez,"Bakersfield, CA",9,,9,3,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jonathean Reese,"Beaumont, CA",12,,12,4,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Dustin Alvis,"Henderson, KY",15,,15,5,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Frankie Arcega,"Redmond, WA",18,,18,6,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jay Montes,"Las Vegas, NV",21,,21,7,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Mitch Starr,United Kingdom,25,,25,8,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Flo Arthur,"Lacey, WA",26,,26,9,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Ddub Freeman,"Perris, CA",30,,30,10,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
David Merrill,"Saratoga Springs, UT",33,,33,11,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Mohammed Alzaher,"Salem, OR",36,,36,12,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Paulie James Polito,"Girard, OH",39,,39,13,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jonathan Coleman,"Louisville, KY",43,,43,14,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Stuart Reed,"Lynnwood, WA",44,,44,15,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jabbaar Tobios,"Long Beach, CA",48,,48,16,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Monty Sylvan,"Los Angeles, CA",48,,48,16,men’s physique – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Frankie Arcega,"Redmond, WA",3,,3,1,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Flo Arthur,"Lacey, WA",6,,6,2,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Ddub Freeman,"Perris, CA",9,,9,3,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
David Merrill,"Saratoga Springs, UT",12,,12,4,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Paulie James Polito,"Girard, OH",15,,15,5,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jonathan Coleman,"Louisville, KY",18,,18,6,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jabbaar Tobios,"Long Beach, CA",21,,21,7,men’s physique – masters 40+,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jennifer Zienert,Germany,3,,3,1,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Tereza Linhartova,Czech Republic,7,,7,2,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Christine Stearns,"Stow, OH",9,,9,3,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Katy Oneil,"Phoenix, AZ",12,,12,4,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Sandee Lark,"Peyton, CO",16,,16,5,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Raquel Clarke,"Valley Stream, NY",17,,17,6,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Tamika Tucker,"Chicago, IL",21,,21,7,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Delaney Smallwood,"Gilbert, AZ",24,,24,8,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Krystal Shockey,"Kennewick, WA",28,,28,9,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Silvia Kovacsova,Australia,29,,29,10,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Naomi Haley,"Osceola, IN",33,,33,11,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jennifer Delgado-Martin,"Boulder City, NV",38,,38,12,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Jasmine Perez,"Georgetown, TX",39,,39,13,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Amanda Frisbee,"Fortson, GA",40,,40,14,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Tuffee Nichols,"Irvine, CA",45,,45,15,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
Tanya Palacios,"Puyallup, WA",48,,48,16,women’s figure – open,2024-09-21,"Federal Way,Washington",https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,,2024-sasquatch-pro-am
